,city,country,parameter,value,unit
7257,JalKalVibhag,IN,pm25,80.0,µg/m³
7258,JalKalVibhag,IN,pm10,622.0,µg/m³
7259,JalKalVibhag,IN,o3,14.31,µg/m³
7260,JalKalVibhag,IN,pm25,20.0,µg/m³
7261,Karnal,IN,co,560.0,µg/m³
7262,Karnal,IN,no2,14.55,µg/m³
7263,Karnal,IN,o3,37.99,µg/m³
7264,Karnal,IN,so2,73.98,µg/m³
7265,Karnal,IN,pm25,23.82,µg/m³
7266,Karnal,IN,pm10,47.7,µg/m³
7267,Panipat,IN,so2,0.0,µg/m³
7268,Panipat,IN,co,0.0,µg/m³
7269,Panipat,IN,pm25,0.0,µg/m³
7270,Panipat,IN,pm10,0.0,µg/m³
7271,Panipat,IN,no2,0.0,µg/m³
7272,Panipat,IN,o3,0.0,µg/m³
7273,Sector 18,IN,so2,15.15,µg/m³
7274,Sector 18,IN,pm25,31.45,µg/m³
7275,Sector 18,IN,pm10,125.85,µg/m³
7276,Sector 18,IN,o3,53.42,µg/m³
7277,Sector 18,IN,co,370.0,µg/m³
7278,Sector 18,IN,no2,88.94,µg/m³
7279,Sector 18,IN,pm25,68.41,µg/m³
7280,Sector 18,IN,pm10,94.23,µg/m³
7281,Sector 18,IN,o3,5.84,µg/m³
7282,Sector 18,IN,no2,13.76,µg/m³
7283,Sector 18,IN,co,630.0,µg/m³
7284,Sector 18,IN,so2,5.98,µg/m³
7285,Manesar ,IN,no2,109.35,µg/m³
7286,Manesar ,IN,o3,19.79,µg/m³
7287,Manesar ,IN,pm25,230.0,µg/m³
7288,Manesar ,IN,pm10,302.7,µg/m³
7289,Manesar ,IN,so2,9.58,µg/m³
7290,Manesar ,IN,co,1060.0,µg/m³
7291,Auditorium Hall,IN,pm25,64.94,µg/m³
7292,Auditorium Hall,IN,pm10,296.66,µg/m³
7293,Auditorium Hall,IN,o3,17.21,µg/m³
7294,Auditorium Hall,IN,o3,45.04,µg/m³
7295,Auditorium Hall,IN,so2,5.58,µg/m³
7296,Auditorium Hall,IN,no2,13.89,µg/m³
7297,Auditorium Hall,IN,no2,11.2,µg/m³
7298,Auditorium Hall,IN,pm25,60.6,µg/m³
7299,Auditorium Hall,IN,pm10,113.6,µg/m³
7300,Auditorium Hall,IN,so2,0.43,µg/m³
7301,Auditorium Hall,IN,co,320.0,µg/m³
7302,Auditorium Hall,IN,co,780.0,µg/m³
7303,Plot no.- 57,IN,no2,6.4,µg/m³
7304,Plot no.- 57,IN,pm25,12.0,µg/m³
7305,Plot no.- 57,IN,pm10,90.0,µg/m³
7306,Plot no.- 57,IN,o3,31.9,µg/m³
7307,Plot no.- 57,IN,no2,6.4,µg/m³
7308,Plot no.- 57,IN,so2,13.6,µg/m³
7309,Plot no.- 57,IN,o3,14.3,µg/m³
7310,Plot no.- 57,IN,co,220.0,µg/m³
7311,Plot no.- 57,IN,pm25,16.0,µg/m³
7312,Plot no.- 57,IN,pm10,77.0,µg/m³
7313,Plot no.- 57,IN,so2,3.7,µg/m³
7314,Plot no.- 57,IN,co,220.0,µg/m³
7315,Chandigarh,IN,pm25,24.77,µg/m³
7316,Chandigarh,IN,pm10,50.12,µg/m³
7317,Chandigarh,IN,co,340.0,µg/m³
7318,Chandigarh,IN,so2,6.37,µg/m³
7319,Chandigarh,IN,o3,20.15,µg/m³
7320,Chandigarh,IN,no2,6.14,µg/m³
7321,Gurugram,IN,no2,10.45,µg/m³
7322,Gurugram,IN,co,270.0,µg/m³
7323,Gurugram,IN,so2,2.3,µg/m³
7324,Gurugram,IN,pm25,40.13,µg/m³
7325,Gurugram,IN,pm10,66.82,µg/m³
7326,Gurugram,IN,o3,56.23,µg/m³
7327,Panchkula,IN,so2,4.75,µg/m³
7328,Panchkula,IN,o3,15.45,µg/m³
7329,Panchkula,IN,pm25,40.34,µg/m³
7330,Panchkula,IN,no2,26.42,µg/m³
7331,Panchkula,IN,co,140.0,µg/m³
7332,NOIDA,IN,pm25,142.75,µg/m³
7333,NOIDA,IN,pm10,237.92,µg/m³
7334,NOIDA,IN,co,1020.0,µg/m³
7335,NOIDA,IN,no2,10.12,µg/m³
7336,Kurukshetra ,IN,pm25,119.09,µg/m³
7337,Kurukshetra ,IN,pm10,167.31,µg/m³
7338,Kurukshetra ,IN,no2,19.71,µg/m³
7339,Kurukshetra ,IN,o3,31.75,µg/m³
7340,Kurukshetra ,IN,so2,13.95,µg/m³
7341,Kurukshetra ,IN,co,0.51,µg/m³
7342,Kurukshetra ,IN,so2,2.17,µg/m³
7343,Kurukshetra ,IN,no2,11.66,µg/m³
7344,Kurukshetra ,IN,o3,15.28,µg/m³
7345,Kurukshetra ,IN,pm25,22.72,µg/m³
7346,Kurukshetra ,IN,pm10,43.58,µg/m³
7347,Kurukshetra ,IN,co,0.39,µg/m³
7348,"Eicher Tractor (TMTL)
Plot No. 1",IN,so2,7.8,µg/m³
7349,"Eicher Tractor (TMTL)
Plot No. 1",IN,o3,42.7,µg/m³
7350,"Eicher Tractor (TMTL)
Plot No. 1",IN,pm25,26.0,µg/m³
7351,"Eicher Tractor (TMTL)
Plot No. 1",IN,pm10,123.0,µg/m³
7352,"Eicher Tractor (TMTL)
Plot No. 1",IN,co,1190.0,µg/m³
7353,"Eicher Tractor (TMTL)
Plot No. 1",IN,no2,12.4,µg/m³
7354,"Eicher Tractor (TMTL)
Plot No. 1",IN,so2,14.8,µg/m³
7355,"Eicher Tractor (TMTL)
Plot No. 1",IN,pm25,29.0,µg/m³
7356,"Eicher Tractor (TMTL)
Plot No. 1",IN,pm10,65.0,µg/m³
7357,"Eicher Tractor (TMTL)
Plot No. 1",IN,co,380.0,µg/m³
7358,"Eicher Tractor (TMTL)
Plot No. 1",IN,no2,8.2,µg/m³
7359,"Eicher Tractor (TMTL)
Plot No. 1",IN,o3,46.2,µg/m³
7360,Faridabad,IN,pm25,54.0,µg/m³
7361,Faridabad,IN,no2,60.14,µg/m³
7362,Faridabad,IN,o3,51.09,µg/m³
7363,Faridabad,IN,co,1760.0,µg/m³
7364,Faridabad,IN,so2,15.95,µg/m³
7365,Faridabad,IN,co,10.0,µg/m³
7366,Faridabad,IN,no2,69.44,µg/m³
7367,Faridabad,IN,pm10,110.0,µg/m³
7368,Faridabad,IN,pm25,232.0,µg/m³
7369,Faridabad,IN,so2,8.19,µg/m³
7370,Faridabad,IN,o3,5.46,µg/m³
7371,Delhi,IN,so2,11.45,µg/m³
7372,Delhi,IN,o3,82.06,µg/m³
7373,Delhi,IN,no2,27.02,µg/m³
7374,Delhi,IN,pm25,72.5,µg/m³
7375,Delhi,IN,co,450.0,µg/m³
7376,Delhi,IN,so2,0.7,µg/m³
7377,Delhi,IN,o3,19.08,µg/m³
7378,Delhi,IN,pm25,29.54,µg/m³
7379,Delhi,IN,pm10,53.44,µg/m³
7380,Delhi,IN,co,660.0,µg/m³
7381,Delhi,IN,no2,29.31,µg/m³
7382,Delhi,IN,pm25,137.9,µg/m³
7383,Delhi,IN,no2,94.59,µg/m³
7384,Delhi,IN,so2,11.03,µg/m³
7385,Delhi,IN,o3,6.38,µg/m³
7386,Delhi,IN,co,1280.0,µg/m³
7387,Ratlam,IN,pm25,21.39,µg/m³
7388,Ratlam,IN,pm10,47.71,µg/m³
7389,Ratlam,IN,so2,3.55,µg/m³
7390,Ratlam,IN,no2,11.45,µg/m³
7391,Ratlam,IN,pm25,30.43,µg/m³
7392,Ratlam,IN,pm10,90.89,µg/m³
7393,Ratlam,IN,no2,4.0,µg/m³
7394,Ratlam,IN,so2,6.35,µg/m³
7395,Narnaul,IN,co,2.29,µg/m³
7396,Narnaul,IN,pm25,224.5,µg/m³
7397,Narnaul,IN,pm10,267.7,µg/m³
7398,Narnaul,IN,no2,5.27,µg/m³
7399,Narnaul,IN,o3,13.3,µg/m³
7400,Narnaul,IN,so2,6.67,µg/m³
7401,Shastri Nagar,IN,o3,45.31,µg/m³
7402,Shastri Nagar,IN,no2,15.97,µg/m³
7403,Shastri Nagar,IN,so2,16.72,µg/m³
7404,Shastri Nagar,IN,so2,15.23,µg/m³
7405,Shastri Nagar,IN,no2,8.02,µg/m³
7406,Shastri Nagar,IN,co,240.0,µg/m³
7407,Shastri Nagar,IN,o3,34.33,µg/m³
7408,Shastri Nagar,IN,pm25,41.55,µg/m³
7409,Shastri Nagar,IN,pm10,96.09,µg/m³
7410,Shastri Nagar,IN,co,500.0,µg/m³
7411,Shastri Nagar,IN,pm25,17.0,µg/m³
7412,Shastri Nagar,IN,pm10,47.3,µg/m³
7413,Jaipur,IN,o3,0.06,µg/m³
7414,Jaipur,IN,pm25,109.6,µg/m³
7415,Jaipur,IN,pm10,202.32,µg/m³
7416,Jaipur,IN,no2,157.54,µg/m³
7417,Jaipur,IN,so2,28.73,µg/m³
7418,Jaipur,IN,co,3030.0,µg/m³
7419,Mini Secretariat,IN,pm25,56.24,µg/m³
7420,Mini Secretariat,IN,pm10,168.98,µg/m³
7421,Mini Secretariat,IN,o3,3.75,µg/m³
7422,Mini Secretariat,IN,o3,15.55,µg/m³
7423,Mini Secretariat,IN,no2,4.82,µg/m³
7424,Mini Secretariat,IN,no2,17.68,µg/m³
7425,Mini Secretariat,IN,pm25,39.7,µg/m³
7426,Mini Secretariat,IN,pm10,33.0,µg/m³
7427,Mini Secretariat,IN,so2,7.34,µg/m³
7428,Mini Secretariat,IN,co,0.19,µg/m³
7429,Mini Secretariat,IN,co,0.16,µg/m³
7430,Jaipur,IN,pm25,66.65,µg/m³
7431,Jaipur,IN,pm10,142.64,µg/m³
7432,Jaipur,IN,so2,3.84,µg/m³
7433,Jaipur,IN,no2,9.19,µg/m³
7434,Jaipur,IN,co,220.0,µg/m³
7435,Jaipur,IN,o3,117.33,µg/m³
7436,Sector E,IN,pm25,38.7,µg/m³
7437,Sector E,IN,pm10,108.2,µg/m³
7438,Sector E,IN,so2,9.78,µg/m³
7439,Sector E,IN,no2,18.93,µg/m³
7440,Sector E,IN,co,750.0,µg/m³
7441,Sector E,IN,no2,9.67,µg/m³
7442,Sector E,IN,o3,25.24,µg/m³
7443,Sector E,IN,co,660.0,µg/m³
7444,Sector E,IN,so2,7.05,µg/m³
7445,Sector E,IN,o3,48.37,µg/m³
7446,Sector E,IN,pm25,13.2,µg/m³
7447,Sector E,IN,pm10,35.9,µg/m³
7448,Kota,IN,no2,12.17,µg/m³
7449,Kota,IN,o3,79.77,µg/m³
7450,Kota,IN,so2,81.66,µg/m³
7451,Kota,IN,pm25,38.59,µg/m³
7452,Kota,IN,pm10,106.47,µg/m³
7453,Kota,IN,co,190.0,µg/m³
7454,Kota,IN,o3,97.32,µg/m³
7455,Kota,IN,co,1620.0,µg/m³
7456,Kota,IN,pm25,26.71,µg/m³
7457,Kota,IN,pm10,96.16,µg/m³
7458,Kota,IN,no2,14.83,µg/m³
7459,Kota,IN,so2,20.85,µg/m³
7460,Collectorate Campus,IN,co,130.0,µg/m³
7461,Collectorate Campus,IN,pm10,39.0,µg/m³
7462,Collectorate Campus,IN,no2,14.73,µg/m³
7463,Collectorate Campus,IN,pm25,28.0,µg/m³
7464,Collectorate Campus,IN,pm10,105.0,µg/m³
7465,Collectorate Campus,IN,pm25,13.0,µg/m³
7466,Collectorate Campus,IN,co,350.0,µg/m³
7467,Palwal ,IN,so2,176.37,µg/m³
7468,Palwal ,IN,no2,9.8,µg/m³
7469,Palwal ,IN,pm25,259.57,µg/m³
7470,Palwal ,IN,pm10,262.28,µg/m³
7471,Palwal ,IN,o3,24.15,µg/m³
7472,Palwal ,IN,co,1870.0,µg/m³
7473,Palwal ,IN,so2,2.42,µg/m³
7474,Palwal ,IN,no2,7.84,µg/m³
7475,Palwal ,IN,o3,4.38,µg/m³
7476,Palwal ,IN,co,890.0,µg/m³
7477,Palwal ,IN,pm25,13.7,µg/m³
7478,Palwal ,IN,pm10,20.25,µg/m³
7479,Durgapur,IN,o3,2.1,µg/m³
7480,Durgapur,IN,no2,0.0,µg/m³
7481,Durgapur,IN,so2,13.34,µg/m³
7482,Durgapur,IN,so2,13.34,µg/m³
7483,Durgapur,IN,so2,13.34,µg/m³
7484,Durgapur,IN,so2,13.34,µg/m³
7485,Durgapur,IN,so2,13.34,µg/m³
7486,Durgapur,IN,so2,13.34,µg/m³
7487,Durgapur,IN,so2,13.34,µg/m³
7488,Durgapur,IN,so2,13.34,µg/m³
7489,Durgapur,IN,so2,13.34,µg/m³
7490,Durgapur,IN,so2,13.34,µg/m³
7491,Durgapur,IN,so2,13.34,µg/m³
7492,Durgapur,IN,so2,13.34,µg/m³
7493,Durgapur,IN,so2,13.34,µg/m³
7494,Durgapur,IN,so2,13.34,µg/m³
7495,Durgapur,IN,so2,13.34,µg/m³
7496,Durgapur,IN,so2,13.34,µg/m³
7497,Durgapur,IN,so2,13.34,µg/m³
7498,Durgapur,IN,so2,13.34,µg/m³
7499,Durgapur,IN,so2,13.34,µg/m³
7500,Durgapur,IN,so2,13.34,µg/m³
7501,Durgapur,IN,so2,13.34,µg/m³
7502,Durgapur,IN,so2,13.34,µg/m³
7503,Durgapur,IN,so2,13.34,µg/m³
7504,Durgapur,IN,so2,13.34,µg/m³
7505,Durgapur,IN,so2,13.34,µg/m³
7506,Durgapur,IN,so2,13.34,µg/m³
7507,Durgapur,IN,so2,13.34,µg/m³
7508,Durgapur,IN,so2,13.34,µg/m³
7509,Durgapur,IN,so2,13.34,µg/m³
7510,Durgapur,IN,so2,13.34,µg/m³
7511,Durgapur,IN,so2,13.34,µg/m³
7512,Durgapur,IN,so2,13.34,µg/m³
7513,Durgapur,IN,so2,13.34,µg/m³
7514,Durgapur,IN,so2,13.34,µg/m³
7515,Durgapur,IN,so2,13.34,µg/m³
7516,Durgapur,IN,so2,13.34,µg/m³
7517,Durgapur,IN,so2,13.34,µg/m³
7518,Durgapur,IN,so2,13.34,µg/m³
7519,Durgapur,IN,so2,13.34,µg/m³
7520,Durgapur,IN,so2,13.34,µg/m³
7521,Durgapur,IN,so2,13.34,µg/m³
7522,Durgapur,IN,so2,13.34,µg/m³
7523,Durgapur,IN,so2,13.34,µg/m³
7524,Durgapur,IN,so2,13.34,µg/m³
7525,Durgapur,IN,so2,13.34,µg/m³
7526,Durgapur,IN,so2,13.34,µg/m³
7527,Durgapur,IN,so2,13.34,µg/m³
7528,Durgapur,IN,so2,13.34,µg/m³
7529,Durgapur,IN,so2,13.34,µg/m³
7530,Durgapur,IN,so2,13.34,µg/m³
7531,Durgapur,IN,so2,13.34,µg/m³
7532,Durgapur,IN,so2,13.34,µg/m³
7533,Durgapur,IN,so2,13.34,µg/m³
7534,Durgapur,IN,so2,13.34,µg/m³
7535,Durgapur,IN,so2,13.34,µg/m³
7536,Durgapur,IN,so2,13.34,µg/m³
7537,Durgapur,IN,so2,13.34,µg/m³
7538,Durgapur,IN,so2,13.34,µg/m³
7539,Durgapur,IN,so2,13.34,µg/m³
7540,Durgapur,IN,so2,13.34,µg/m³
7541,Durgapur,IN,so2,13.34,µg/m³
7542,Durgapur,IN,so2,13.34,µg/m³
7543,Durgapur,IN,so2,13.34,µg/m³
7544,Durgapur,IN,so2,13.34,µg/m³
7545,Durgapur,IN,so2,13.34,µg/m³
7546,Durgapur,IN,so2,13.34,µg/m³
7547,Durgapur,IN,so2,13.34,µg/m³
7548,Durgapur,IN,so2,13.34,µg/m³
7549,Durgapur,IN,so2,13.34,µg/m³
7550,Durgapur,IN,so2,13.34,µg/m³
7551,Durgapur,IN,so2,13.34,µg/m³
7552,Durgapur,IN,so2,13.34,µg/m³
7553,Durgapur,IN,so2,13.34,µg/m³
7554,Durgapur,IN,so2,13.34,µg/m³
7555,Durgapur,IN,so2,13.34,µg/m³
7556,Durgapur,IN,so2,13.34,µg/m³
7557,Durgapur,IN,so2,13.34,µg/m³
7558,Durgapur,IN,so2,13.34,µg/m³
7559,Durgapur,IN,so2,13.34,µg/m³
7560,Durgapur,IN,so2,13.34,µg/m³
7561,Durgapur,IN,so2,13.34,µg/m³
7562,Durgapur,IN,so2,13.34,µg/m³
7563,Durgapur,IN,so2,13.34,µg/m³
7564,Durgapur,IN,so2,13.34,µg/m³
7565,Durgapur,IN,so2,13.34,µg/m³
7566,Durgapur,IN,so2,13.34,µg/m³
7567,Durgapur,IN,so2,13.34,µg/m³
7568,Durgapur,IN,so2,13.34,µg/m³
7569,Durgapur,IN,so2,13.34,µg/m³
7570,Durgapur,IN,co,0.0,µg/m³
7571,Durgapur,IN,so2,13.34,µg/m³
7572,Durgapur,IN,so2,13.34,µg/m³
7573,Durgapur,IN,so2,13.34,µg/m³
7574,Durgapur,IN,so2,13.34,µg/m³
7575,Durgapur,IN,so2,13.34,µg/m³
7576,Durgapur,IN,so2,13.34,µg/m³
7577,Durgapur,IN,so2,13.34,µg/m³
7578,Durgapur,IN,so2,13.34,µg/m³
7579,Durgapur,IN,so2,13.34,µg/m³
7580,Durgapur,IN,so2,13.34,µg/m³
7581,Durgapur,IN,so2,13.34,µg/m³
7582,Durgapur,IN,so2,13.34,µg/m³
7583,Durgapur,IN,so2,13.34,µg/m³
7584,Durgapur,IN,so2,13.34,µg/m³
7585,Durgapur,IN,so2,13.34,µg/m³
7586,Durgapur,IN,so2,13.34,µg/m³
7587,Durgapur,IN,so2,13.34,µg/m³
7588,Durgapur,IN,so2,13.34,µg/m³
7589,Durgapur,IN,so2,13.34,µg/m³
7590,Durgapur,IN,so2,13.34,µg/m³
7591,Durgapur,IN,so2,13.34,µg/m³
7592,Durgapur,IN,so2,13.34,µg/m³
7593,Durgapur,IN,so2,13.34,µg/m³
7594,Durgapur,IN,so2,13.34,µg/m³
7595,Durgapur,IN,so2,13.34,µg/m³
7596,Durgapur,IN,so2,13.34,µg/m³
7597,Durgapur,IN,so2,13.34,µg/m³
7598,Durgapur,IN,so2,13.34,µg/m³
7599,Durgapur,IN,so2,13.34,µg/m³
7600,Durgapur,IN,so2,13.34,µg/m³
7601,Durgapur,IN,so2,13.34,µg/m³
7602,Durgapur,IN,so2,13.34,µg/m³
7603,Durgapur,IN,so2,13.34,µg/m³
7604,Durgapur,IN,so2,13.34,µg/m³
7605,Durgapur,IN,so2,13.34,µg/m³
7606,Durgapur,IN,so2,13.34,µg/m³
7607,Durgapur,IN,so2,13.34,µg/m³
7608,Durgapur,IN,so2,13.34,µg/m³
7609,Durgapur,IN,so2,13.34,µg/m³
7610,Durgapur,IN,so2,13.34,µg/m³
7611,Durgapur,IN,so2,13.34,µg/m³
7612,Durgapur,IN,so2,13.34,µg/m³
7613,Durgapur,IN,so2,13.34,µg/m³
7614,Durgapur,IN,so2,13.34,µg/m³
7615,Durgapur,IN,so2,13.34,µg/m³
7616,Durgapur,IN,so2,13.34,µg/m³
7617,Durgapur,IN,so2,13.34,µg/m³
7618,Durgapur,IN,so2,13.34,µg/m³
7619,Durgapur,IN,so2,13.34,µg/m³
7620,Durgapur,IN,so2,13.34,µg/m³
7621,Durgapur,IN,so2,13.34,µg/m³
7622,Durgapur,IN,so2,13.34,µg/m³
7623,Durgapur,IN,so2,13.34,µg/m³
7624,Durgapur,IN,so2,13.34,µg/m³
7625,Durgapur,IN,so2,13.34,µg/m³
7626,Durgapur,IN,so2,13.34,µg/m³
7627,Durgapur,IN,so2,13.34,µg/m³
7628,Durgapur,IN,so2,13.34,µg/m³
7629,Durgapur,IN,so2,13.34,µg/m³
7630,Durgapur,IN,so2,13.34,µg/m³
7631,Durgapur,IN,so2,13.34,µg/m³
7632,Durgapur,IN,so2,13.34,µg/m³
7633,Durgapur,IN,so2,13.34,µg/m³
7634,Durgapur,IN,so2,13.34,µg/m³
7635,Durgapur,IN,so2,13.34,µg/m³
7636,Durgapur,IN,so2,13.34,µg/m³
7637,Durgapur,IN,so2,13.34,µg/m³
7638,Durgapur,IN,so2,13.34,µg/m³
7639,Durgapur,IN,so2,13.34,µg/m³
7640,Durgapur,IN,so2,13.34,µg/m³
7641,Durgapur,IN,so2,13.34,µg/m³
7642,Durgapur,IN,so2,13.34,µg/m³
7643,Durgapur,IN,so2,13.34,µg/m³
7644,Durgapur,IN,so2,13.34,µg/m³
7645,Durgapur,IN,so2,13.34,µg/m³
7646,Durgapur,IN,so2,13.34,µg/m³
7647,Durgapur,IN,so2,13.34,µg/m³
7648,Durgapur,IN,so2,13.34,µg/m³
7649,Durgapur,IN,so2,13.34,µg/m³
7650,Durgapur,IN,so2,13.34,µg/m³
7651,Durgapur,IN,so2,13.34,µg/m³
7652,Durgapur,IN,so2,13.34,µg/m³
7653,Durgapur,IN,so2,13.34,µg/m³
7654,Durgapur,IN,so2,13.34,µg/m³
7655,Durgapur,IN,so2,13.34,µg/m³
7656,Durgapur,IN,so2,13.34,µg/m³
7657,Durgapur,IN,so2,13.34,µg/m³
7658,Durgapur,IN,so2,13.34,µg/m³
7659,Durgapur,IN,so2,13.34,µg/m³
7660,Durgapur,IN,so2,13.34,µg/m³
7661,Durgapur,IN,so2,13.34,µg/m³
7662,Durgapur,IN,so2,13.34,µg/m³
7663,Durgapur,IN,so2,13.34,µg/m³
7664,Durgapur,IN,so2,13.34,µg/m³
7665,Durgapur,IN,so2,13.34,µg/m³
7666,Durgapur,IN,so2,13.34,µg/m³
7667,Durgapur,IN,so2,13.34,µg/m³
7668,Durgapur,IN,so2,13.34,µg/m³
7669,Durgapur,IN,so2,13.34,µg/m³
7670,Durgapur,IN,so2,13.34,µg/m³
7671,Durgapur,IN,so2,13.34,µg/m³
7672,Durgapur,IN,so2,13.34,µg/m³
7673,Durgapur,IN,so2,13.34,µg/m³
7674,Durgapur,IN,so2,13.34,µg/m³
7675,Durgapur,IN,so2,13.34,µg/m³
7676,Durgapur,IN,so2,13.34,µg/m³
7677,Durgapur,IN,so2,13.34,µg/m³
7678,Durgapur,IN,so2,13.34,µg/m³
7679,Durgapur,IN,so2,13.34,µg/m³
7680,Durgapur,IN,so2,13.34,µg/m³
7681,Durgapur,IN,so2,13.34,µg/m³
7682,Durgapur,IN,so2,13.34,µg/m³
7683,Durgapur,IN,so2,13.34,µg/m³
7684,Durgapur,IN,so2,13.34,µg/m³
7685,Durgapur,IN,so2,13.34,µg/m³
7686,Durgapur,IN,so2,13.34,µg/m³
7687,Durgapur,IN,so2,13.34,µg/m³
7688,Durgapur,IN,so2,13.34,µg/m³
7689,Durgapur,IN,so2,13.34,µg/m³
7690,Durgapur,IN,so2,13.34,µg/m³
7691,Durgapur,IN,so2,13.34,µg/m³
7692,Durgapur,IN,so2,13.34,µg/m³
7693,Durgapur,IN,so2,13.34,µg/m³
7694,Durgapur,IN,so2,13.34,µg/m³
7695,Durgapur,IN,so2,13.34,µg/m³
7696,Durgapur,IN,so2,13.34,µg/m³
7697,Durgapur,IN,so2,13.34,µg/m³
7698,Durgapur,IN,so2,13.34,µg/m³
7699,Durgapur,IN,so2,13.34,µg/m³
7700,Durgapur,IN,so2,13.34,µg/m³
7701,Durgapur,IN,so2,13.34,µg/m³
7702,Durgapur,IN,so2,13.34,µg/m³
7703,Durgapur,IN,so2,13.34,µg/m³
7704,Durgapur,IN,so2,13.34,µg/m³
7705,Durgapur,IN,so2,13.34,µg/m³
7706,Durgapur,IN,so2,13.34,µg/m³
7707,Durgapur,IN,so2,13.34,µg/m³
7708,Durgapur,IN,so2,13.34,µg/m³
7709,Durgapur,IN,so2,13.34,µg/m³
7710,Durgapur,IN,so2,13.34,µg/m³
7711,Durgapur,IN,so2,13.34,µg/m³
7712,Durgapur,IN,so2,13.34,µg/m³
7713,Durgapur,IN,so2,13.34,µg/m³
7714,Durgapur,IN,so2,13.34,µg/m³
7715,Durgapur,IN,so2,13.34,µg/m³
7716,Durgapur,IN,so2,13.34,µg/m³
7717,Durgapur,IN,so2,13.34,µg/m³
7718,Durgapur,IN,so2,13.34,µg/m³
7719,Durgapur,IN,so2,13.34,µg/m³
7720,Durgapur,IN,so2,13.34,µg/m³
7721,Durgapur,IN,so2,13.34,µg/m³
7722,Durgapur,IN,so2,13.34,µg/m³
7723,Durgapur,IN,so2,13.34,µg/m³
7724,Durgapur,IN,so2,13.34,µg/m³
7725,Durgapur,IN,so2,13.34,µg/m³
7726,Durgapur,IN,so2,13.34,µg/m³
7727,Durgapur,IN,so2,13.34,µg/m³
7728,Durgapur,IN,so2,13.34,µg/m³
7729,Durgapur,IN,so2,13.34,µg/m³
7730,Durgapur,IN,so2,13.34,µg/m³
7731,Durgapur,IN,so2,13.34,µg/m³
7732,Durgapur,IN,so2,13.34,µg/m³
7733,Durgapur,IN,so2,13.34,µg/m³
7734,Durgapur,IN,so2,13.34,µg/m³
7735,Durgapur,IN,so2,13.34,µg/m³
7736,Durgapur,IN,so2,13.34,µg/m³
7737,Durgapur,IN,so2,13.34,µg/m³
7738,Durgapur,IN,so2,13.34,µg/m³
7739,Durgapur,IN,so2,13.34,µg/m³
7740,Durgapur,IN,so2,13.34,µg/m³
7741,Durgapur,IN,so2,13.34,µg/m³
7742,Durgapur,IN,so2,13.34,µg/m³
7743,Durgapur,IN,so2,13.34,µg/m³
7744,Durgapur,IN,so2,13.34,µg/m³
7745,Durgapur,IN,so2,13.34,µg/m³
7746,Durgapur,IN,so2,13.34,µg/m³
7747,Durgapur,IN,so2,13.34,µg/m³
7748,Durgapur,IN,so2,13.34,µg/m³
7749,Durgapur,IN,so2,13.34,µg/m³
7750,Durgapur,IN,so2,13.34,µg/m³
7751,Durgapur,IN,so2,13.34,µg/m³
7752,Durgapur,IN,so2,13.34,µg/m³
7753,Durgapur,IN,so2,13.34,µg/m³
7754,Durgapur,IN,so2,13.34,µg/m³
7755,Durgapur,IN,so2,13.34,µg/m³
7756,Durgapur,IN,so2,13.34,µg/m³
7757,Durgapur,IN,so2,13.34,µg/m³
7758,Durgapur,IN,so2,13.34,µg/m³
7759,Durgapur,IN,so2,13.34,µg/m³
7760,Durgapur,IN,so2,13.34,µg/m³
7761,Durgapur,IN,so2,13.34,µg/m³
7762,Durgapur,IN,so2,13.34,µg/m³
7763,Durgapur,IN,so2,13.34,µg/m³
7764,Durgapur,IN,so2,13.34,µg/m³
7765,Durgapur,IN,so2,13.34,µg/m³
7766,Durgapur,IN,so2,13.34,µg/m³
7767,Durgapur,IN,so2,13.34,µg/m³
7768,Durgapur,IN,so2,13.34,µg/m³
7769,Durgapur,IN,so2,13.34,µg/m³
7770,Durgapur,IN,so2,13.34,µg/m³
7771,Durgapur,IN,so2,13.34,µg/m³
7772,Durgapur,IN,so2,13.34,µg/m³
7773,Durgapur,IN,so2,13.34,µg/m³
7774,Durgapur,IN,so2,13.34,µg/m³
7775,Durgapur,IN,so2,13.34,µg/m³
7776,Durgapur,IN,so2,13.34,µg/m³
7777,Durgapur,IN,so2,13.34,µg/m³
7778,Durgapur,IN,so2,13.34,µg/m³
7779,Durgapur,IN,so2,13.34,µg/m³
7780,Durgapur,IN,so2,13.34,µg/m³
7781,Durgapur,IN,so2,13.34,µg/m³
7782,Durgapur,IN,so2,13.34,µg/m³
7783,Durgapur,IN,so2,13.34,µg/m³
7784,Durgapur,IN,so2,13.34,µg/m³
7785,Durgapur,IN,so2,13.34,µg/m³
7786,Durgapur,IN,so2,13.34,µg/m³
7787,Durgapur,IN,so2,13.34,µg/m³
7788,Durgapur,IN,so2,13.34,µg/m³
7789,Durgapur,IN,so2,13.34,µg/m³
7790,Durgapur,IN,so2,13.34,µg/m³
7791,Durgapur,IN,so2,13.34,µg/m³
7792,Durgapur,IN,so2,13.34,µg/m³
7793,Durgapur,IN,so2,13.34,µg/m³
7794,Durgapur,IN,so2,13.34,µg/m³
7795,Durgapur,IN,so2,13.34,µg/m³
7796,Durgapur,IN,so2,13.34,µg/m³
7797,Durgapur,IN,so2,13.34,µg/m³
7798,Durgapur,IN,so2,13.34,µg/m³
